Año,Trimestre,Provincia,Accesos por cada 100 hab,Accesos por cada 100 hogares,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total,Periodo,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Ingresos (miles de pesos)
2019,4,Córdoba,21.57949716642836,,,,,,,,,,,,,,,,,
2019,4,Corrientes,10.208283637368018,,,,,,,,,,,,,,,,,
2019,4,Entre Ríos,17.339132629892976,,,,,,,,,,,,,,,,,
2019,4,Formosa,7.755476118924716,,,,,,,,,,,,,,,,,
2019,4,Jujuy,11.60391510228381,,,,,,,,,,,,,,,,,
2019,4,La Pampa,25.344921847620384,,,,,,,,,,,,,,,,,
2019,4,La Rioja,12.547563567459605,,,,,,,,,,,,,,,,,
2019,4,Mendoza,9.390112733918839,,,,,,,,,,,,,,,,,
2019,4,Misiones,10.837581902491847,,,,,,,,,,,,,,,,,
2019,4,Neuquén,17.668184976921886,,,,,,,,,,,,,,,,,
2019,4,Río Negro,17.13387032217983,,,,,,,,,,,,,,,,,
2019,4,Salta,12.195492805546795,,,,,,,,,,,,,,,,,
2019,4,San Juan,8.36915261267133,,,,,,,,,,,,,,,,,
2019,4,San Luis,21.441352893267833,,,,,,,,,,,,,,,,,
2019,4,Santa Cruz,10.923427797723754,,,,,,,,,,,,,,,,,
2019,4,Santa Fe,21.84835065573258,,,,,,,,,,,,,,,,,
2019,4,Santiago Del Estero,10.651974288337923,,,,,,,,,,,,,,,,,
2019,4,Tierra Del Fuego,23.627546752616215,,,,,,,,,,,,,,,,,
2019,4,Tucumán,11.803181280712074,,,,,,,,,,,,,,,,,
2019,3,Buenos Aires,22.761733615562225,,,,,,,,,,,,,,,,,
2019,3,Capital Federal,46.904770893488056,,,,,,,,,,,,,,,,,
2019,3,Catamarca,7.855954765218487,,,,,,,,,,,,,,,,,
2019,3,Chaco,9.580664387529255,,,,,,,,,,,,,,,,,
2019,3,Chubut,14.580466548718958,,,,,,,,,,,,,,,,,
2019,3,Córdoba,21.000781776953538,,,,,,,,,,,,,,,,,
2019,3,Corrientes,10.134028114178687,,,,,,,,,,,,,,,,,
2019,3,Entre Ríos,17.311661825597923,,,,,,,,,,,,,,,,,
2019,3,Formosa,7.664177713890219,,,,,,,,,,,,,,,,,
2019,3,Jujuy,11.334206981241007,,,,,,,,,,,,,,,,,
2019,3,La Pampa,25.519002705641388,,,,,,,,,,,,,,,,,
2019,3,La Rioja,12.762431790856121,,,,,,,,,,,,,,,,,
2019,3,Mendoza,11.368189016279217,,,,,,,,,,,,,,,,,
2019,3,Misiones,10.713348334458951,,,,,,,,,,,,,,,,,
2019,3,Neuquén,19.092075679641724,,,,,,,,,,,,,,,,,
2019,3,Río Negro,19.508498591229387,,,,,,,,,,,,,,,,,
2019,3,Salta,10.771854623416075,,,,,,,,,,,,,,,,,
2019,3,San Juan,9.440941485226007,,,,,,,,,,,,,,,,,
2019,3,San Luis,24.390971166174673,,,,,,,,,,,,,,,,,
2019,3,Santa Cruz,10.601555192584216,,,,,,,,,,,,,,,,,
2019,3,Santa Fe,21.656424746361633,,,,,,,,,,,,,,,,,
2019,3,Santiago Del Estero,13.725288048364083,,,,,,,,,,,,,,,,,
2019,3,Tierra Del Fuego,28.598925193212118,,,,,,,,,,,,,,,,,
2019,3,Tucumán,9.781574184382116,,,,,,,,,,,,,,,,,
2019,2,Buenos Aires,22.215789484298067,,,,,,,,,,,,,,,,,
2019,2,Capital Federal,46.08592579281094,,,,,,,,,,,,,,,,,
2019,2,Catamarca,8.173397032450584,,,,,,,,,,,,,,,,,
2019,2,Chaco,9.125011329267105,,,,,,,,,,,,,,,,,
2019,2,Chubut,14.403808727896068,,,,,,,,,,,,,,,,,
2019,2,Córdoba,20.841637242238242,,,,,,,,,,,,,,,,,
2019,2,Corrientes,10.047459019420458,,,,,,,,,,,,,,,,,
2019,2,Entre Ríos,17.185820444672466,,,,,,,,,,,,,,,,,
2019,2,Formosa,7.742195783956093,,,,,,,,,,,,,,,,,
2019,2,Jujuy,11.382934590825071,,,,,,,,,,,,,,,,,
2019,2,La Pampa,25.39783989548608,,,,,,,,,,,,,,,,,
2019,2,La Rioja,12.965645588675004,,,,,,,,,,,,,,,,,
2019,2,Mendoza,11.373356541672889,,,,,,,,,,,,,,,,,
2019,2,Misiones,10.662825595018377,,,,,,,,,,,,,,,,,
2019,2,Neuquén,18.777900805620252,,,,,,,,,,,,,,,,,
2019,2,Río Negro,18.792276756346176,,,,,,,,,,,,,,,,,
2019,2,Salta,10.146610869132008,,,,,,,,,,,,,,,,,
2019,2,San Juan,9.068540162527924,,,,,,,,,,,,,,,,,
2019,2,San Luis,23.40822663016059,,,,,,,,,,,,,,,,,
2019,2,Santa Cruz,8.584064828655885,,,,,,,,,,,,,,,,,
2019,2,Santa Fe,21.201130485144205,,,,,,,,,,,,,,,,,
2019,2,Santiago Del Estero,13.101581339388986,,,,,,,,,,,,,,,,,
2019,2,Tierra Del Fuego,28.10756382159569,,,,,,,,,,,,,,,,,
2019,2,Tucumán,9.942460440805863,,,,,,,,,,,,,,,,,
2019,1,Buenos Aires,21.64173785141924,,,,,,,,,,,,,,,,,
2019,1,Capital Federal,45.57918389943661,,,,,,,,,,,,,,,,,
2019,1,Catamarca,8.188504627374574,,,,,,,,,,,,,,,,,
2019,1,Chaco,8.722835003407456,,,,,,,,,,,,,,,,,
2019,1,Chubut,13.180368061670734,,,,,,,,,,,,,,,,,
2019,1,Córdoba,20.05952769269671,,,,,,,,,,,,,,,,,
2019,1,Corrientes,9.25199213887151,,,,,,,,,,,,,,,,,
2019,1,Entre Ríos,16.979402393290254,,,,,,,,,,,,,,,,,
2019,1,Formosa,7.55368578631946,,,,,,,,,,,,,,,,,
2019,1,Jujuy,11.867849761055307,,,,,,,,,,,,,,,,,
2019,1,La Pampa,25.157516640472675,,,,,,,,,,,,,,,,,
2019,1,La Rioja,13.359402478637785,,,,,,,,,,,,,,,,,
2019,1,Mendoza,10.508862067173826,,,,,,,,,,,,,,,,,
2019,1,Misiones,9.87579609120626,,,,,,,,,,,,,,,,,
2019,1,Neuquén,17.526490396034294,,,,,,,,,,,,,,,,,
2019,1,Río Negro,16.478122478195964,,,,,,,,,,,,,,,,,
2019,1,Salta,9.711781014403453,,,,,,,,,,,,,,,,,
2019,1,San Juan,8.108982017265918,,,,,,,,,,,,,,,,,
2019,1,San Luis,19.271779401291518,,,,,,,,,,,,,,,,,
2019,1,Santa Cruz,7.042691634453057,,,,,,,,,,,,,,,,,
2019,1,Santa Fe,21.059894917387947,,,,,,,,,,,,,,,,,
2019,1,Santiago Del Estero,9.311616280949599,,,,,,,,,,,,,,,,,
2019,1,Tierra Del Fuego,27.684925791261847,,,,,,,,,,,,,,,,,
2019,1,Tucumán,10.31263096739148,,,,,,,,,,,,,,,,,
2018,4,Buenos Aires,21.058833823398523,,,,,,,,,,,,,,,,,
2018,4,Capital Federal,45.24931394036689,,,,,,,,,,,,,,,,,
2018,4,Catamarca,8.197333541624968,,,,,,,,,,,,,,,,,
2018,4,Chaco,8.7108351925502,,,,,,,,,,,,,,,,,
2018,4,Chubut,13.061729706052178,,,,,,,,,,,,,,,,,
2018,4,Córdoba,19.92843117514227,,,,,,,,,,,,,,,,,
2018,4,Corrientes,9.102210657080787,,,,,,,,,,,,,,,,,
2018,4,Entre Ríos,16.257794035384702,,,,,,,,,,,,,,,,,
2018,4,Formosa,7.568639138457005,,,,,,,,,,,,,,,,,
2018,4,Jujuy,11.899484192418539,,,,,,,,,,,,,,,,,
2018,4,La Pampa,24.215175627605007,,,,,,,,,,,,,,,,,
2018,4,La Rioja,13.402859048246764,,,,,,,,,,,,,,,,,
2018,4,Mendoza,10.536933969997644,,,,,,,,,,,,,,,,,
2018,4,Misiones,9.38376401334208,,,,,,,,,,,,,,,,,
2018,4,Neuquén,17.58336203291432,,,,,,,,,,,,,,,,,
2018,4,Río Negro,15.952033444971306,,,,,,,,,,,,,,,,,
2018,4,Salta,9.639884990122159,,,,,,,,,,,,,,,,,
2018,4,San Juan,8.125067548299477,,,,,,,,,,,,,,,,,
2018,4,San Luis,19.332549309229275,,,,,,,,,,,,,,,,,
2018,4,Santa Cruz,7.049080016507051,,,,,,,,,,,,,,,,,
2018,4,Santa Fe,20.62373640643868,,,,,,,,,,,,,,,,,
2018,4,Santiago Del Estero,9.2821177795649,,,,,,,,,,,,,,,,,
2018,4,Tierra Del Fuego,27.748785315817887,,,,,,,,,,,,,,,,,
2018,4,Tucumán,10.344120436439566,,,,,,,,,,,,,,,,,
2018,3,Buenos Aires,20.95908740104848,,,,,,,,,,,,,,,,,
2018,3,Capital Federal,45.37709204560748,,,,,,,,,,,,,,,,,
2018,3,Catamarca,8.373046550087581,,,,,,,,,,,,,,,,,
2018,3,Chaco,8.628583509513742,,,,,,,,,,,,,,,,,
2018,3,Chubut,17.28630822939319,,,,,,,,,,,,,,,,,
2018,3,Córdoba,19.66915749676994,,,,,,,,,,,,,,,,,
2018,3,Corrientes,9.018948170247882,,,,,,,,,,,,,,,,,
2018,3,Entre Ríos,15.016208210741233,,,,,,,,,,,,,,,,,
2018,3,Formosa,7.5279498103121085,,,,,,,,,,,,,,,,,
2018,3,Jujuy,5.949165647225797,,,,,,,,,,,,,,,,,
2018,3,La Pampa,23.64056278957734,,,,,,,,,,,,,,,,,
2018,3,La Rioja,13.505484520192356,,,,,,,,,,,,,,,,,
2018,3,Mendoza,10.601969231966759,,,,,,,,,,,,,,,,,
2018,3,Misiones,8.74450949017475,,,,,,,,,,,,,,,,,
2018,3,Neuquén,18.005451709791327,,,,,,,,,,,,,,,,,
2018,3,Río Negro,15.546572458298687,,,,,,,,,,,,,,,,,
2018,3,Salta,9.549341341721156,,,,,,,,,,,,,,,,,
2018,3,San Juan,8.419357955569252,,,,,,,,,,,,,,,,,
2018,3,San Luis,14.983359875657099,,,,,,,,,,,,,,,,,
2018,3,Santa Cruz,9.738987459252597,,,,,,,,,,,,,,,,,
2018,3,Santa Fe,19.939106982732063,,,,,,,,,,,,,,,,,
2018,3,Santiago Del Estero,8.996517443513934,,,,,,,,,,,,,,,,,
2018,3,Tierra Del Fuego,27.506021696216745,,,,,,,,,,,,,,,,,
2018,3,Tucumán,10.325137534986972,,,,,,,,,,,,,,,,,
2018,2,Buenos Aires,20.374582324435124,,,,,,,,,,,,,,,,,
2018,2,Capital Federal,44.632577746788044,,,,,,,,,,,,,,,,,
2018,2,Catamarca,8.35838388395506,,,,,,,,,,,,,,,,,
2018,2,Chaco,8.353123614291734,,,,,,,,,,,,,,,,,
2018,2,Chubut,16.830485129144066,,,,,,,,,,,,,,,,,
2018,2,Córdoba,19.373198551696014,,,,,,,,,,,,,,,,,
2018,2,Corrientes,8.903247385340823,,,,,,,,,,,,,,,,,
2018,2,Entre Ríos,14.711648453505866,,,,,,,,,,,,,,,,,
2018,2,Formosa,7.4919076165093035,,,,,,,,,,,,,,,,,
2018,2,Jujuy,5.9923974768014165,,,,,,,,,,,,,,,,,
2018,2,La Pampa,23.40701065826804,,,,,,,,,,,,,,,,,
2018,2,La Rioja,13.570922884408905,,,,,,,,,,,,,,,,,
2018,2,Mendoza,10.318226443150964,,,,,,,,,,,,,,,,,
2018,2,Misiones,8.61598877251767,,,,,,,,,,,,,,,,,
2018,2,Neuquén,17.931877810369247,,,,,,,,,,,,,,,,,
2018,2,Río Negro,15.42558308937726,,,,,,,,,,,,,,,,,
2018,2,Salta,9.673102808845783,,,,,,,,,,,,,,,,,
2018,2,San Juan,8.392841711641646,,,,,,,,,,,,,,,,,
2018,2,San Luis,4.336137508962927,,,,,,,,,,,,,,,,,
2018,2,Santa Cruz,9.919588050940062,,,,,,,,,,,,,,,,,
2018,2,Santa Fe,19.675591530682105,,,,,,,,,,,,,,,,,
2018,2,Santiago Del Estero,8.750160589339375,,,,,,,,,,,,,,,,,
2018,2,Tierra Del Fuego,27.162316515991055,,,,,,,,,,,,,,,,,
2018,2,Tucumán,10.283671207148597,,,,,,,,,,,,,,,,,
2018,1,Buenos Aires,20.27965291057949,,,,,,,,,,,,,,,,,
2018,1,Capital Federal,44.562961320417855,,,,,,,,,,,,,,,,,
2018,1,Catamarca,8.342098537275874,,,,,,,,,,,,,,,,,
2018,1,Chaco,8.240328535251999,,,,,,,,,,,,,,,,,
2018,1,Chubut,16.466326556340928,,,,,,,,,,,,,,,,,
2018,1,Córdoba,19.447381073339752,,,,,,,,,,,,,,,,,
2018,1,Corrientes,8.60133260210877,,,,,,,,,,,,,,,,,
2018,1,Entre Ríos,14.555673456325385,,,,,,,,,,,,,,,,,
2018,1,Formosa,5.4480098282582645,,,,,,,,,,,,,,,,,
2018,1,Jujuy,5.912829505826147,,,,,,,,,,,,,,,,,
2018,1,La Pampa,23.64124866231016,,,,,,,,,,,,,,,,,
2018,1,La Rioja,13.694770063119927,,,,,,,,,,,,,,,,,
2018,1,Mendoza,10.345843091967911,,,,,,,,,,,,,,,,,
2018,1,Misiones,8.432278416607307,,,,,,,,,,,,,,,,,
2018,1,Neuquén,18.31283869735193,,,,,,,,,,,,,,,,,
2018,1,Río Negro,15.323567091543692,,,,,,,,,,,,,,,,,
2018,1,Salta,9.633845443846392,,,,,,,,,,,,,,,,,
2018,1,San Juan,8.306800710570991,,,,,,,,,,,,,,,,,
2018,1,San Luis,4.335615022675048,,,,,,,,,,,,,,,,,
2018,1,Santa Cruz,9.98473486255572,,,,,,,,,,,,,,,,,
2018,1,Santa Fe,19.584682368757406,,,,,,,,,,,,,,,,,
2018,1,Santiago Del Estero,8.683504190530646,,,,,,,,,,,,,,,,,
2018,1,Tierra Del Fuego,19.33152333431171,,,,,,,,,,,,,,,,,
2018,1,Tucumán,10.200177350055142,,,,,,,,,,,,,,,,,
2017,4,Buenos Aires,18.61464924835486,,,,,,,,,,,,,,,,,
2017,4,Capital Federal,51.6167209151056,,,,,,,,,,,,,,,,,
2017,4,Catamarca,7.280600419229377,,,,,,,,,,,,,,,,,
2017,4,Chaco,8.234501979468078,,,,,,,,,,,,,,,,,
2017,4,Chubut,15.77581593080522,,,,,,,,,,,,,,,,,
2017,4,Córdoba,19.390857786793124,,,,,,,,,,,,,,,,,
2017,4,Corrientes,8.562263620309615,,,,,,,,,,,,,,,,,
2017,4,Entre Ríos,14.317635180183578,,,,,,,,,,,,,,,,,
2017,4,Formosa,5.414060072151437,,,,,,,,,,,,,,,,,
2017,4,Jujuy,5.81583543877829,,,,,,,,,,,,,,,,,
2017,4,La Pampa,23.409929773918797,,,,,,,,,,,,,,,,,
2017,4,La Rioja,13.727965660359493,,,,,,,,,,,,,,,,,
2017,4,Mendoza,9.300280994440511,,,,,,,,,,,,,,,,,
2017,4,Misiones,8.482789477895514,,,,,,,,,,,,,,,,,
2017,4,Neuquén,18.2308851652642,,,,,,,,,,,,,,,,,
2017,4,Río Negro,15.187813662722721,,,,,,,,,,,,,,,,,
2017,4,Salta,9.638816535753657,,,,,,,,,,,,,,,,,
2017,4,San Juan,7.718528602820455,,,,,,,,,,,,,,,,,
2017,4,San Luis,3.0299272402737993,,,,,,,,,,,,,,,,,
2017,4,Santa Cruz,8.603821648608145,,,,,,,,,,,,,,,,,
2017,4,Santa Fe,19.405680474329014,,,,,,,,,,,,,,,,,
2017,4,Santiago Del Estero,7.228687949666727,,,,,,,,,,,,,,,,,
2017,4,Tierra Del Fuego,17.758493353028065,,,,,,,,,,,,,,,,,
2017,4,Tucumán,9.883286960651205,,,,,,,,,,,,,,,,,
2017,3,Buenos Aires,17.935870973592106,,,,,,,,,,,,,,,,,
2017,3,Capital Federal,51.2444496511116,,,,,,,,,,,,,,,,,
2017,3,Catamarca,8.265091234974188,,,,,,,,,,,,,,,,,
2017,3,Chaco,8.012103738024656,,,,,,,,,,,,,,,,,
2017,3,Chubut,14.16737183585357,,,,,,,,,,,,,,,,,
2017,3,Córdoba,19.076953915608296,,,,,,,,,,,,,,,,,
2017,3,Corrientes,8.470212670540503,,,,,,,,,,,,,,,,,
2017,3,Entre Ríos,13.741494179292031,,,,,,,,,,,,,,,,,
2017,3,Formosa,5.43429504811395,,,,,,,,,,,,,,,,,
2017,3,Jujuy,5.791142800512126,,,,,,,,,,,,,,,,,
2017,3,La Pampa,22.780807976856142,,,,,,,,,,,,,,,,,
2017,3,La Rioja,13.700651079810719,,,,,,,,,,,,,,,,,
2017,3,Mendoza,9.964323465862444,,,,,,,,,,,,,,,,,
2017,3,Misiones,8.227833589371523,,,,,,,,,,,,,,,,,
2017,3,Neuquén,18.10848135178631,,,,,,,,,,,,,,,,,
2017,3,Río Negro,14.924361907723748,,,,,,,,,,,,,,,,,
2017,3,Salta,9.649427484390076,,,,,,,,,,,,,,,,,
2017,3,San Juan,8.245115565495915,,,,,,,,,,,,,,,,,
2017,3,San Luis,4.429809174940647,,,,,,,,,,,,,,,,,
2017,3,Santa Cruz,9.907366563740627,,,,,,,,,,,,,,,,,
2017,3,Santa Fe,19.152164898849556,,,,,,,,,,,,,,,,,
2017,3,Santiago Del Estero,8.716515836151316,,,,,,,,,,,,,,,,,
2017,3,Tierra Del Fuego,19.492764396867877,,,,,,,,,,,,,,,,,
2017,3,Tucumán,9.833448455500244,,,,,,,,,,,,,,,,,
2017,2,Buenos Aires,18.104156481000473,,,,,,,,,,,,,,,,,
2017,2,Capital Federal,52.236738675121046,,,,,,,,,,,,,,,,,
2017,2,Catamarca,6.608185687419579,,,,,,,,,,,,,,,,,
2017,2,Chaco,7.763587198662014,,,,,,,,,,,,,,,,,
2017,2,Chubut,10.897114883440475,,,,,,,,,,,,,,,,,
2017,2,Córdoba,18.05661531060883,,,,,,,,,,,,,,,,,
2017,2,Corrientes,8.265165616133114,,,,,,,,,,,,,,,,,
2017,2,Entre Ríos,13.571663585663645,,,,,,,,,,,,,,,,,
2017,2,Formosa,5.0818187061685505,,,,,,,,,,,,,,,,,
2017,2,Jujuy,5.729417105648426,,,,,,,,,,,,,,,,,
2017,2,La Pampa,20.920811368324546,,,,,,,,,,,,,,,,,
2017,2,La Rioja,4.313641371128342,,,,,,,,,,,,,,,,,
2017,2,Mendoza,8.863231962926129,,,,,,,,,,,,,,,,,
2017,2,Misiones,8.196262181174568,,,,,,,,,,,,,,,,,
2017,2,Neuquén,18.43063459528346,,,,,,,,,,,,,,,,,
2017,2,Río Negro,14.1565144707972,,,,,,,,,,,,,,,,,
2017,2,Salta,7.929941866624195,,,,,,,,,,,,,,,,,
2017,2,San Juan,6.869062671706707,,,,,,,,,,,,,,,,,
2017,2,San Luis,2.7229996991951935,,,,,,,,,,,,,,,,,
2017,2,Santa Cruz,7.812000426302888,,,,,,,,,,,,,,,,,
2017,2,Santa Fe,16.436519275562326,,,,,,,,,,,,,,,,,
2017,2,Santiago Del Estero,3.5041532386183105,,,,,,,,,,,,,,,,,
2017,2,Tierra Del Fuego,20.30130511507835,,,,,,,,,,,,,,,,,
2017,2,Tucumán,9.459823731438563,,,,,,,,,,,,,,,,,
2017,1,Buenos Aires,18.804855031011677,,,,,,,,,,,,,,,,,
2017,1,Capital Federal,45.687714654171046,,,,,,,,,,,,,,,,,
2017,1,Catamarca,6.527341318167275,,,,,,,,,,,,,,,,,
2017,1,Chaco,7.65022534015797,,,,,,,,,,,,,,,,,
2017,1,Chubut,10.932503392025788,,,,,,,,,,,,,,,,,
2017,1,Córdoba,17.652242570602198,,,,,,,,,,,,,,,,,
2017,1,Corrientes,8.147787146784857,,,,,,,,,,,,,,,,,
2017,1,Entre Ríos,13.427434245008815,,,,,,,,,,,,,,,,,
2017,1,Formosa,5.050590921688212,,,,,,,,,,,,,,,,,
2017,1,Jujuy,5.81976940765058,,,,,,,,,,,,,,,,,
2017,1,La Pampa,20.649049712429974,,,,,,,,,,,,,,,,,
2017,1,La Rioja,4.311444393660782,,,,,,,,,,,,,,,,,
2017,1,Mendoza,8.886706245725367,,,,,,,,,,,,,,,,,
2017,1,Misiones,8.041713210556319,,,,,,,,,,,,,,,,,
2017,1,Neuquén,18.166254008454768,,,,,,,,,,,,,,,,,
2017,1,Río Negro,14.158945655638249,,,,,,,,,,,,,,,,,
2017,1,Salta,7.8901262912821775,,,,,,,,,,,,,,,,,
2017,1,San Juan,6.887390312005832,,,,,,,,,,,,,,,,,
2017,1,San Luis,2.7319835263877543,,,,,,,,,,,,,,,,,
2017,1,Santa Cruz,7.89382704275053,,,,,,,,,,,,,,,,,
2017,1,Santa Fe,16.34225474583628,,,,,,,,,,,,,,,,,
2017,1,Santiago Del Estero,3.6488508898009986,,,,,,,,,,,,,,,,,
2017,1,Tierra Del Fuego,20.435486705666722,,,,,,,,,,,,,,,,,
2017,1,Tucumán,9.388852799951817,,,,,,,,,,,,,,,,,
2016,4,Buenos Aires,18.578640735833826,,,,,,,,,,,,,,,,,
2016,4,Capital Federal,45.78373827727234,,,,,,,,,,,,,,,,,
2016,4,Catamarca,6.720813040873304,,,,,,,,,,,,,,,,,
2016,4,Chaco,7.653240095890541,,,,,,,,,,,,,,,,,
2016,4,Chubut,10.959254911598952,,,,,,,,,,,,,,,,,
2016,4,Córdoba,17.57129145976522,,,,,,,,,,,,,,,,,
2016,4,Corrientes,8.119896031116928,,,,,,,,,,,,,,,,,
2016,4,Entre Ríos,13.451982739190726,,,,,,,,,,,,,,,,,
2016,4,Formosa,5.02928480990009,,,,,,,,,,,,,,,,,
2016,4,Jujuy,5.758804384392255,,,,,,,,,,,,,,,,,
2016,4,La Pampa,20.670760836407798,,,,,,,,,,,,,,,,,
2016,4,La Rioja,4.350562085368715,,,,,,,,,,,,,,,,,
2016,4,Mendoza,8.910941733480245,,,,,,,,,,,,,,,,,
2016,4,Misiones,8.047024567428018,,,,,,,,,,,,,,,,,
2016,4,Neuquén,17.993247493890816,,,,,,,,,,,,,,,,,
2016,4,Río Negro,14.170250609480686,,,,,,,,,,,,,,,,,
2016,4,Salta,7.865487548426057,,,,,,,,,,,,,,,,,
2016,4,San Juan,6.913287316652287,,,,,,,,,,,,,,,,,
2016,4,San Luis,2.7410268293938924,,,,,,,,,,,,,,,,,
2016,4,Santa Cruz,7.940780215262837,,,,,,,,,,,,,,,,,
2016,4,Santa Fe,16.345011971501133,,,,,,,,,,,,,,,,,
2016,4,Santiago Del Estero,3.719720429331573,,,,,,,,,,,,,,,,,
2016,4,Tierra Del Fuego,20.57132386392357,,,,,,,,,,,,,,,,,
2016,4,Tucumán,9.349553397483637,,,,,,,,,,,,,,,,,
2016,3,Buenos Aires,18.295308597951934,,,,,,,,,,,,,,,,,
2016,3,Capital Federal,45.85472026772204,,,,,,,,,,,,,,,,,
2016,3,Catamarca,6.72059087375157,,,,,,,,,,,,,,,,,
2016,3,Chaco,7.706877803276395,,,,,,,,,,,,,,,,,
2016,3,Chubut,11.041169584989312,,,,,,,,,,,,,,,,,
2016,3,Córdoba,17.78550480431242,,,,,,,,,,,,,,,,,
2016,3,Corrientes,8.161726730902307,,,,,,,,,,,,,,,,,
2016,3,Entre Ríos,13.552371996148606,,,,,,,,,,,,,,,,,
2016,3,Formosa,4.733748023050463,,,,,,,,,,,,,,,,,
2016,3,Jujuy,5.76400350138348,,,,,,,,,,,,,,,,,
2016,3,La Pampa,20.294829381412075,,,,,,,,,,,,,,,,,
2016,3,La Rioja,4.529887087279927,,,,,,,,,,,,,,,,,
2016,3,Mendoza,8.930444449562124,,,,,,,,,,,,,,,,,
2016,3,Misiones,8.121652823521027,,,,,,,,,,,,,,,,,
2016,3,Neuquén,17.862151015228427,,,,,,,,,,,,,,,,,
2016,3,Río Negro,14.220201565227184,,,,,,,,,,,,,,,,,
2016,3,Salta,7.955372391224448,,,,,,,,,,,,,,,,,
2016,3,San Juan,6.939188629814689,,,,,,,,,,,,,,,,,
2016,3,San Luis,2.7472425273887247,,,,,,,,,,,,,,,,,
2016,3,Santa Cruz,7.932484607529773,,,,,,,,,,,,,,,,,
2016,3,Santa Fe,16.529361932364445,,,,,,,,,,,,,,,,,
2016,3,Santiago Del Estero,3.794480871177055,,,,,,,,,,,,,,,,,
2016,3,Tierra Del Fuego,20.307103192524696,,,,,,,,,,,,,,,,,
2016,3,Tucumán,9.358616360369721,,,,,,,,,,,,,,,,,
2016,2,Buenos Aires,18.098684568289556,,,,,,,,,,,,,,,,,
2016,2,Capital Federal,45.59375712104128,,,,,,,,,,,,,,,,,
2016,2,Catamarca,6.632980570132604,,,,,,,,,,,,,,,,,
2016,2,Chaco,7.642896733294073,,,,,,,,,,,,,,,,,
2016,2,Chubut,11.074824787933132,,,,,,,,,,,,,,,,,
2016,2,Córdoba,17.620348014320207,,,,,,,,,,,,,,,,,
2016,2,Corrientes,8.053039893831306,,,,,,,,,,,,,,,,,
2016,2,Entre Ríos,13.377306134693265,,,,,,,,,,,,,,,,,
2016,2,Formosa,4.930439412017454,,,,,,,,,,,,,,,,,
2016,2,Jujuy,5.597761384701527,,,,,,,,,,,,,,,,,
2016,2,La Pampa,19.91385540427254,,,,,,,,,,,,,,,,,
2016,2,La Rioja,4.4934890589340855,,,,,,,,,,,,,,,,,
2016,2,Mendoza,8.96594364845842,,,,,,,,,,,,,,,,,
2016,2,Misiones,7.964976216879448,,,,,,,,,,,,,,,,,
2016,2,Neuquén,17.594175765043765,,,,,,,,,,,,,,,,,
2016,2,Río Negro,14.224291356155328,,,,,,,,,,,,,,,,,
2016,2,Salta,7.770812428027119,,,,,,,,,,,,,,,,,
2016,2,San Juan,6.964997582946448,,,,,,,,,,,,,,,,,
2016,2,San Luis,2.7487304539676813,,,,,,,,,,,,,,,,,
2016,2,Santa Cruz,7.955357767523354,,,,,,,,,,,,,,,,,
2016,2,Santa Fe,16.489119309020037,,,,,,,,,,,,,,,,,
2016,2,Santiago Del Estero,3.943453095409565,,,,,,,,,,,,,,,,,
2016,2,Tierra Del Fuego,20.081326844262296,,,,,,,,,,,,,,,,,
2016,2,Tucumán,9.224512334342581,,,,,,,,,,,,,,,,,
2016,1,Buenos Aires,17.53507921643952,,,,,,,,,,,,,,,,,
2016,1,Capital Federal,43.75778412718348,,,,,,,,,,,,,,,,,
2016,1,Catamarca,6.606879526910472,,,,,,,,,,,,,,,,,
2016,1,Chaco,7.524734075579937,,,,,,,,,,,,,,,,,
2016,1,Chubut,11.115931499378867,,,,,,,,,,,,,,,,,
2016,1,Córdoba,16.972666239608547,,,,,,,,,,,,,,,,,
2016,1,Corrientes,7.940601449315725,,,,,,,,,,,,,,,,,
2016,1,Entre Ríos,13.142540095674788,,,,,,,,,,,,,,,,,
2016,1,Formosa,4.858053690123639,,,,,,,,,,,,,,,,,
2016,1,Jujuy,5.491800261988138,,,,,,,,,,,,,,,,,
2016,1,La Pampa,19.101771424266833,,,,,,,,,,,,,,,,,
2016,1,La Rioja,4.4969582015400285,,,,,,,,,,,,,,,,,
2016,1,Mendoza,8.990567825336337,,,,,,,,,,,,,,,,,
2016,1,Misiones,7.751215322654614,,,,,,,,,,,,,,,,,
2016,1,Neuquén,16.65921009321782,,,,,,,,,,,,,,,,,
2016,1,Río Negro,14.14929460475045,,,,,,,,,,,,,,,,,
2016,1,Salta,7.6113150931071925,,,,,,,,,,,,,,,,,
2016,1,San Juan,6.982387580659241,,,,,,,,,,,,,,,,,
2016,1,San Luis,2.752950183918377,,,,,,,,,,,,,,,,,
2016,1,Santa Cruz,8.051419802811122,,,,,,,,,,,,,,,,,
2016,1,Santa Fe,16.157804349232396,,,,,,,,,,,,,,,,,
2016,1,Santiago Del Estero,4.032855070541266,,,,,,,,,,,,,,,,,
2016,1,Tierra Del Fuego,19.6541853628346,,,,,,,,,,,,,,,,,
